TotalVisits,Total Time Spent on Website,Page Views Per Visit,EngagementScore,TimePerVisit,Lead Source,Do Not Email,Do Not Call,Converted,PredictedProbability,Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
4.0,1388,4.0,16.0,277.6,Direct Traffic,No,No,1,0.7576,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
7.0,1398,3.5,24.5,174.75,Google,No,No,1,0.9097500000000001,High Priority
5.0,235,5.0,25.0,39.166666666666664,Google,No,No,1,0.7891666666666667,High Priority
2.0,1007,2.0,4.0,335.6666666666667,Direct Traffic,No,No,1,0.45566666666666666,Medium Priority
6.0,1399,6.0,36.0,199.85714285714286,Direct Traffic,No,No,1,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
3.0,1383,3.0,9.0,345.75,Direct Traffic,No,No,1,0.61575,Medium Priority
3.0,325,3.0,9.0,81.25,Google,No,No,0,0.35125,Low Priority
4.0,1005,1.33,5.32,201.0,Direct Traffic,No,No,1,0.36060000000000003,Low Priority
5.0,803,2.5,12.5,133.83333333333334,Direct Traffic,No,No,1,0.5088333333333334,Medium Priority
2.0,1321,2.0,4.0,440.3333333333333,Direct Traffic,No,No,1,0.5603333333333333,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
5.0,1533,2.5,12.5,255.5,Direct Traffic,No,No,0,0.6305000000000001,Medium Priority
2.0,41,2.0,4.0,13.666666666666666,Direct Traffic,No,No,1,0.13366666666666666,Low Priority
4.0,128,4.0,16.0,25.6,Direct Traffic,No,No,1,0.5055999999999999,Medium Priority
3.0,231,3.0,9.0,57.75,Direct Traffic,Yes,No,0,0.32775000000000004,Low Priority
4.0,1115,4.0,16.0,223.0,Google,No,No,1,0.703,High Priority
5.0,91,2.5,12.5,15.166666666666666,Direct Traffic,No,No,0,0.39016666666666666,Low Priority
4.0,1148,4.0,16.0,229.6,Google,No,No,1,0.7096,High Priority
2.0,916,2.0,4.0,305.3333333333333,Google,No,No,1,0.42533333333333334,Medium Priority
0.0,0,0.0,0.0,0.0,Welingak Website,No,No,1,0.0,Low Priority
5.0,1436,5.0,25.0,239.33333333333334,Google,No,No,1,0.9893333333333334,High Priority
4.0,913,4.0,16.0,182.6,Direct Traffic,No,No,1,0.6626,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
2.0,56,2.0,4.0,18.666666666666668,Google,Yes,No,0,0.13866666666666666,Low Priority
5.0,497,5.0,25.0,82.83333333333333,Google,No,No,0,0.8328333333333333,High Priority
4.0,1192,4.0,16.0,238.4,Direct Traffic,No,No,1,0.7183999999999999,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,Yes,No,0,0.0,Low Priority
3.0,458,3.0,9.0,114.5,Direct Traffic,No,No,0,0.3845,Low Priority
13.0,58,2.6,33.800000000000004,4.142857142857143,Google,No,No,0,1.0,High Priority
7.0,212,1.75,12.25,26.5,Google,Yes,No,0,0.394,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
3.0,1076,1.0,3.0,269.0,Reference,No,No,1,0.359,Low Priority
4.0,395,2.0,8.0,79.0,Google,No,No,0,0.319,Low Priority
4.0,770,4.0,16.0,154.0,Direct Traffic,No,No,0,0.634,Medium Priority
11.0,78,5.5,60.5,6.5,Direct Traffic,No,No,0,1.0,High Priority
2.0,1236,2.0,4.0,412.0,Google,No,No,1,0.532,Medium Priority
8.0,1677,2.0,16.0,186.33333333333334,Direct Traffic,No,No,0,0.6663333333333333,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
6.0,246,6.0,36.0,35.142857142857146,Organic Search,No,No,1,1.0,High Priority
2.0,693,1.0,2.0,231.0,Google,No,No,1,0.29100000000000004,Low Priority
12.0,150,3.0,36.0,11.538461538461538,Google,No,No,0,1.0,High Priority
2.0,1273,2.0,4.0,424.3333333333333,Google,No,No,0,0.5443333333333333,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
2.0,102,2.0,4.0,34.0,Google,No,No,0,0.154,Low Priority
3.0,256,3.0,9.0,64.0,Google,No,No,0,0.334,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
4.0,452,1.33,5.32,90.4,Google,No,No,0,0.25,Low Priority
3.0,350,3.0,9.0,87.5,Direct Traffic,No,No,0,0.35750000000000004,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
9.0,165,4.5,40.5,16.5,Direct Traffic,No,No,0,1.0,High Priority
2.0,47,2.0,4.0,15.666666666666666,Direct Traffic,No,No,0,0.13566666666666666,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
3.0,53,1.5,4.5,13.25,Google,No,No,0,0.14825000000000002,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
2.0,170,2.0,4.0,56.666666666666664,Google,No,No,0,0.17666666666666667,Low Priority
3.0,1742,3.0,9.0,435.5,Direct Traffic,No,No,1,0.7055,High Priority
3.0,1040,3.0,9.0,260.0,Google,Yes,No,1,0.53,Medium Priority
2.0,30,2.0,4.0,10.0,Google,No,No,1,0.13,Low Priority
4.0,827,4.0,16.0,165.4,Google,No,No,1,0.6454,Medium Priority
6.0,1668,6.0,36.0,238.28571428571428,Google,Yes,No,1,1.0,High Priority
2.0,1795,2.0,4.0,598.3333333333334,Google,No,No,1,0.7183333333333334,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
12.0,1117,2.4,28.799999999999997,85.92307692307692,Google,No,No,1,0.9499230769230768,High Priority
2.0,1542,2.0,4.0,514.0,Google,No,No,1,0.634,Medium Priority
6.0,262,6.0,36.0,37.42857142857143,Google,No,No,0,1.0,High Priority
2.0,1016,2.0,4.0,338.6666666666667,Google,Yes,No,0,0.45866666666666667,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
3.0,130,3.0,9.0,32.5,Google,No,No,1,0.3025,Low Priority
6.0,1094,2.0,12.0,156.28571428571428,Google,No,No,1,0.5162857142857142,Medium Priority
2.0,336,2.0,4.0,112.0,Google,No,No,0,0.23199999999999998,Low Priority
3.0,234,3.0,9.0,58.5,Google,No,No,0,0.3285,Low Priority
2.0,31,2.0,4.0,10.333333333333334,Google,No,No,0,0.13033333333333333,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
4.0,926,4.0,16.0,185.2,Google,No,No,1,0.6652,Medium Priority
2.0,970,1.0,2.0,323.3333333333333,Google,No,No,1,0.3833333333333333,Low Priority
3.0,1360,3.0,9.0,340.0,Google,No,No,1,0.6100000000000001,Medium Priority
5.0,725,2.5,12.5,120.83333333333333,Google,No,No,1,0.49583333333333335,Medium Priority
2.0,979,2.0,4.0,326.3333333333333,Google,No,No,1,0.4463333333333333,Medium Priority
5.0,327,2.5,12.5,54.5,Direct Traffic,No,No,0,0.4295,Medium Priority
3.0,93,3.0,9.0,23.25,Olark Chat,No,No,0,0.29325,Low Priority
4.0,804,1.33,5.32,160.8,Organic Search,No,No,1,0.3204,Low Priority
3.0,789,1.0,3.0,197.25,Google,No,No,1,0.28725,Low Priority
6.0,1295,3.0,18.0,185.0,Organic Search,No,No,1,0.7250000000000001,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,Yes,No,0,0.0,Low Priority
3.0,937,1.5,4.5,234.25,Google,No,No,0,0.36925,Low Priority
9.0,234,4.5,40.5,23.4,Organic Search,No,No,1,1.0,High Priority
5.0,201,5.0,25.0,33.5,Google,No,No,0,0.7835,High Priority
12.0,9,1.71,20.52,0.6923076923076923,Direct Traffic,No,No,0,0.6162923076923076,Medium Priority
9.0,1416,1.8,16.2,141.6,Google,No,No,1,0.6275999999999999,Medium Priority
3.0,334,1.5,4.5,83.5,Olark Chat,No,No,0,0.21850000000000003,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
5.0,463,5.0,25.0,77.16666666666667,Google,No,No,0,0.8271666666666667,High Priority
1.0,397,1.0,1.0,198.5,Google,No,No,0,0.2285,Low Priority
6.0,548,2.0,12.0,78.28571428571429,Direct Traffic,No,No,1,0.4382857142857143,Medium Priority
2.0,663,2.0,4.0,221.0,Google,No,No,0,0.34099999999999997,Low Priority
2.0,202,2.0,4.0,67.33333333333333,Google,No,No,0,0.18733333333333332,Low Priority
3.0,1358,3.0,9.0,339.5,Google,No,No,1,0.6095,Medium Priority
3.0,219,3.0,9.0,54.75,Direct Traffic,No,No,0,0.32475000000000004,Low Priority
3.0,1768,3.0,9.0,442.0,Google,No,No,1,0.712,High Priority
3.0,261,3.0,9.0,65.25,Google,No,No,0,0.33525000000000005,Low Priority
2.0,221,2.0,4.0,73.66666666666667,Google,No,No,0,0.19366666666666665,Low Priority
3.0,1031,3.0,9.0,257.75,Google,No,No,1,0.5277499999999999,Medium Priority
6.0,942,3.0,18.0,134.57142857142858,Google,No,No,1,0.6745714285714286,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,Yes,No,0,0.0,Low Priority
7.0,1522,7.0,49.0,190.25,Google,No,No,1,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
3.0,951,1.5,4.5,237.75,Organic Search,No,No,1,0.37275,Low Priority
13.0,1311,1.86,24.18,93.64285714285714,Organic Search,No,No,1,0.8190428571428571,High Priority
3.0,389,3.0,9.0,97.25,Direct Traffic,Yes,No,0,0.36725,Low Priority
3.0,1291,3.0,9.0,322.75,Organic Search,No,No,0,0.59275,Medium Priority
6.0,1047,6.0,36.0,149.57142857142858,Google,Yes,No,1,1.0,High Priority
4.0,1123,4.0,16.0,224.6,Google,No,No,0,0.7046,High Priority
4.0,861,4.0,16.0,172.2,Organic Search,No,No,1,0.6522,Medium Priority
2.0,197,2.0,4.0,65.66666666666667,Google,No,No,0,0.18566666666666667,Low Priority
8.0,286,8.0,64.0,31.77777777777778,Organic Search,No,No,0,1.0,High Priority
3.0,1774,3.0,9.0,443.5,Google,No,No,1,0.7135,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
7.0,1500,2.33,16.310000000000002,187.5,Direct Traffic,No,No,1,0.6768000000000001,Medium Priority
5.0,401,5.0,25.0,66.83333333333333,Google,No,No,0,0.8168333333333333,High Priority
4.0,948,4.0,16.0,189.6,Google,No,No,0,0.6696,Medium Priority
3.0,1493,3.0,9.0,373.25,Google,No,No,0,0.6432500000000001,Medium Priority
4.0,32,2.0,8.0,6.4,Direct Traffic,No,No,0,0.24639999999999998,Low Priority
5.0,209,1.67,8.35,34.833333333333336,Direct Traffic,No,No,0,0.2853333333333333,Low Priority
2.0,129,2.0,4.0,43.0,Direct Traffic,No,No,1,0.163,Low Priority
5.0,1006,5.0,25.0,167.66666666666666,Direct Traffic,No,No,0,0.9176666666666666,High Priority
6.0,109,6.0,36.0,15.571428571428571,Direct Traffic,No,No,1,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
3.0,1219,3.0,9.0,304.75,Organic Search,No,No,0,0.5747500000000001,Medium Priority
2.0,1984,2.0,4.0,661.3333333333334,Direct Traffic,No,No,0,0.7813333333333334,High Priority
3.0,151,3.0,9.0,37.75,Organic Search,No,No,0,0.30775,Low Priority
3.0,370,3.0,9.0,92.5,Direct Traffic,No,No,1,0.36250000000000004,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
4.0,305,4.0,16.0,61.0,Google,No,No,0,0.5409999999999999,Medium Priority
2.0,1651,2.0,4.0,550.3333333333334,Google,No,No,1,0.6703333333333333,Medium Priority
7.0,358,7.0,49.0,44.75,Direct Traffic,No,No,0,1.0,High Priority
4.0,373,2.0,8.0,74.6,Direct Traffic,No,No,0,0.3146,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
4.0,84,4.0,16.0,16.8,Google,No,No,0,0.49679999999999996,Medium Priority
4.0,507,4.0,16.0,101.4,Google,No,No,0,0.5814,Medium Priority
11.0,1494,11.0,121.0,124.5,Organic Search,Yes,No,1,1.0,High Priority
2.0,272,2.0,4.0,90.66666666666667,Direct Traffic,No,No,0,0.21066666666666667,Low Priority
11.0,115,5.5,60.5,9.583333333333334,Google,No,No,1,1.0,High Priority
7.0,941,7.0,49.0,117.625,Organic Search,No,No,1,1.0,High Priority
3.0,71,1.5,4.5,17.75,Direct Traffic,No,No,0,0.15275,Low Priority
3.0,1033,3.0,9.0,258.25,Google,No,No,1,0.52825,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
1.0,119,1.0,1.0,59.5,Olark Chat,No,No,0,0.0895,Low Priority
3.0,1281,3.0,9.0,320.25,Direct Traffic,No,No,1,0.5902499999999999,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
7.0,90,2.33,16.310000000000002,11.25,Direct Traffic,No,No,0,0.50055,Medium Priority
4.0,43,4.0,16.0,8.6,Google,No,No,0,0.4886,Medium Priority
6.0,1957,1.5,9.0,279.57142857142856,Direct Traffic,No,No,1,0.5495714285714286,Medium Priority
5.0,1004,2.5,12.5,167.33333333333334,Google,No,No,0,0.5423333333333333,Medium Priority
2.0,1260,2.0,4.0,420.0,Google,No,No,1,0.54,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
4.0,291,4.0,16.0,58.2,Google,Yes,No,0,0.5382,Medium Priority
2.0,1083,2.0,4.0,361.0,Direct Traffic,No,No,0,0.481,Medium Priority
2.0,278,2.0,4.0,92.66666666666667,Organic Search,No,No,0,0.21266666666666667,Low Priority
26.0,120,13.0,338.0,4.444444444444445,Organic Search,No,No,1,1.0,High Priority
2.0,1496,2.0,4.0,498.6666666666667,Direct Traffic,No,No,1,0.6186666666666667,Medium Priority
5.0,527,5.0,25.0,87.83333333333333,Organic Search,No,No,0,0.8378333333333333,High Priority
2.0,0,2.0,4.0,0.0,Organic Search,No,No,0,0.12,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
4.0,29,1.33,5.32,5.8,Organic Search,No,No,0,0.1654,Low Priority
10.0,1337,10.0,100.0,121.54545454545455,Organic Search,No,No,1,1.0,High Priority
14.0,302,3.5,49.0,20.133333333333333,Organic Search,No,No,0,1.0,High Priority
4.0,1589,4.0,16.0,317.8,Google,No,No,0,0.7978000000000001,High Priority
4.0,384,4.0,16.0,76.8,Google,No,No,1,0.5568,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
4.0,1524,4.0,16.0,304.8,Direct Traffic,No,No,1,0.7847999999999999,High Priority
10.0,1306,2.5,25.0,118.72727272727273,Google,No,No,0,0.8687272727272728,High Priority
2.0,74,2.0,4.0,24.666666666666668,Direct Traffic,No,No,0,0.14466666666666667,Low Priority
2.0,105,2.0,4.0,35.0,Google,No,No,0,0.155,Low Priority
4.0,109,1.33,5.32,21.8,Google,No,No,0,0.1814,Low Priority
4.0,1477,4.0,16.0,295.4,Direct Traffic,No,No,1,0.7754,High Priority
5.0,576,5.0,25.0,96.0,Google,No,No,1,0.846,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
9.0,701,9.0,81.0,70.1,Direct Traffic,Yes,No,0,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
8.0,108,4.0,32.0,12.0,Google,No,No,0,0.972,High Priority
3.0,465,3.0,9.0,116.25,Google,No,No,0,0.38625000000000004,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
3.0,1303,3.0,9.0,325.75,Google,No,No,1,0.59575,Medium Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
4.0,21,4.0,16.0,4.2,Direct Traffic,No,No,0,0.48419999999999996,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
2.0,415,2.0,4.0,138.33333333333334,Google,No,No,0,0.2583333333333333,Low Priority
6.0,1202,3.0,18.0,171.71428571428572,Google,No,No,1,0.7117142857142857,High Priority
2.0,1164,1.0,2.0,388.0,Google,No,No,1,0.448,Medium Priority
4.0,68,2.0,8.0,13.6,Direct Traffic,Yes,No,0,0.2536,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
5.0,1347,2.5,12.5,224.5,Google,No,No,1,0.5995,Medium Priority
5.0,245,2.5,12.5,40.833333333333336,Organic Search,Yes,No,0,0.41583333333333333,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
2.0,221,2.0,4.0,73.66666666666667,Direct Traffic,No,No,0,0.19366666666666665,Low Priority
7.0,224,7.0,49.0,28.0,Direct Traffic,No,No,0,1.0,High Priority
5.0,171,2.5,12.5,28.5,Organic Search,No,No,0,0.4035,Medium Priority
4.0,1298,2.0,8.0,259.6,Direct Traffic,No,No,1,0.49960000000000004,Medium Priority
2.0,333,2.0,4.0,111.0,Direct Traffic,No,No,0,0.23099999999999998,Low Priority
2.0,288,2.0,4.0,96.0,Direct Traffic,No,No,0,0.216,Low Priority
3.0,1136,3.0,9.0,284.0,Direct Traffic,No,No,1,0.554,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
4.0,135,4.0,16.0,27.0,Google,No,No,0,0.507,Medium Priority
4.0,1195,1.33,5.32,239.0,Google,No,No,0,0.3986,Low Priority
2.0,1380,2.0,4.0,460.0,Direct Traffic,No,No,0,0.5800000000000001,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
7.0,945,3.5,24.5,118.125,Google,No,No,1,0.853125,High Priority
21.0,558,3.5,73.5,25.363636363636363,Organic Search,No,No,1,1.0,High Priority
4.0,504,4.0,16.0,100.8,Direct Traffic,No,No,0,0.5808,Medium Priority
3.0,1350,3.0,9.0,337.5,Organic Search,No,No,1,0.6075,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
5.0,1557,5.0,25.0,259.5,Direct Traffic,No,No,1,1.0,High Priority
3.0,18,3.0,9.0,4.5,Organic Search,No,No,0,0.2745,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
2.0,204,2.0,4.0,68.0,Direct Traffic,No,No,0,0.188,Low Priority
14.0,1200,2.8,39.199999999999996,80.0,Organic Search,No,No,1,1.0,High Priority
3.0,1288,1.5,4.5,322.0,Direct Traffic,No,No,0,0.457,Medium Priority
3.0,242,3.0,9.0,60.5,Google,Yes,No,0,0.3305,Low Priority
4.0,849,4.0,16.0,169.8,Google,No,No,1,0.6497999999999999,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
3.0,899,3.0,9.0,224.75,Google,No,No,1,0.49475,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
3.0,120,1.5,4.5,30.0,Google,No,No,0,0.165,Low Priority
2.0,131,2.0,4.0,43.666666666666664,Direct Traffic,No,No,0,0.16366666666666665,Low Priority
3.0,54,1.5,4.5,13.5,Olark Chat,No,No,0,0.14850000000000002,Low Priority
3.0,446,1.5,4.5,111.5,Direct Traffic,No,No,0,0.2465,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
2.0,119,2.0,4.0,39.666666666666664,Direct Traffic,No,No,0,0.15966666666666665,Low Priority
2.0,61,2.0,4.0,20.333333333333332,Organic Search,No,No,0,0.14033333333333334,Low Priority
4.0,244,4.0,16.0,48.8,Direct Traffic,No,No,0,0.5287999999999999,Medium Priority
4.0,545,2.0,8.0,109.0,Direct Traffic,Yes,No,0,0.349,Low Priority
2.0,547,2.0,4.0,182.33333333333334,Direct Traffic,No,No,0,0.30233333333333334,Low Priority
4.0,113,4.0,16.0,22.6,Google,No,No,0,0.5025999999999999,Medium Priority
1.0,384,1.0,1.0,192.0,Direct Traffic,No,No,0,0.222,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
2.0,53,2.0,4.0,17.666666666666668,Direct Traffic,No,No,0,0.13766666666666666,Low Priority
7.0,279,3.5,24.5,34.875,Organic Search,No,No,0,0.769875,High Priority
2.0,440,2.0,4.0,146.66666666666666,Direct Traffic,No,No,0,0.26666666666666666,Low Priority
3.0,995,3.0,9.0,248.75,Google,No,No,1,0.51875,Medium Priority
5.0,38,2.5,12.5,6.333333333333333,Direct Traffic,No,No,0,0.38133333333333336,Low Priority
5.0,100,1.25,6.25,16.666666666666668,Direct Traffic,No,No,0,0.20416666666666666,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
2.0,461,2.0,4.0,153.66666666666666,Direct Traffic,No,No,0,0.27366666666666667,Low Priority
4.0,119,4.0,16.0,23.8,Direct Traffic,No,No,0,0.5038,Medium Priority
2.0,1324,2.0,4.0,441.3333333333333,Google,No,No,0,0.5613333333333332,Medium Priority
4.0,981,4.0,16.0,196.2,Google,No,No,1,0.6761999999999999,Medium Priority
2.0,225,2.0,4.0,75.0,Google,No,No,0,0.195,Low Priority
12.0,247,2.4,28.799999999999997,19.0,Direct Traffic,No,No,0,0.8829999999999999,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,Yes,No,0,0.0,Low Priority
3.0,1321,1.5,4.5,330.25,Direct Traffic,No,No,1,0.46525,Medium Priority
6.0,178,1.5,9.0,25.428571428571427,Organic Search,No,No,0,0.29542857142857143,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,Yes,No,0,0.0,Low Priority
7.0,1147,7.0,49.0,143.375,Direct Traffic,No,No,0,1.0,High Priority
4.0,1563,4.0,16.0,312.6,Google,No,No,1,0.7926,High Priority
1.0,16,1.0,1.0,8.0,Google,No,No,0,0.038,Low Priority
2.0,1152,2.0,4.0,384.0,Direct Traffic,No,No,1,0.504,Medium Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
6.0,457,3.0,18.0,65.28571428571429,Google,No,No,0,0.6052857142857143,Medium Priority
5.0,12,1.67,8.35,2.0,Google,No,No,0,0.2525,Low Priority
0.0,0,0.0,0.0,0.0,Reference,No,No,1,0.0,Low Priority
2.0,291,2.0,4.0,97.0,Google,No,No,1,0.217,Low Priority
4.0,60,2.0,8.0,12.0,Google,No,No,0,0.252,Low Priority
4.0,127,4.0,16.0,25.4,Organic Search,No,No,0,0.5054,Medium Priority
3.0,922,3.0,9.0,230.5,Google,Yes,No,1,0.5005000000000001,Medium Priority
3.0,1089,3.0,9.0,272.25,Direct Traffic,No,No,1,0.54225,Medium Priority
16.0,262,8.0,128.0,15.411764705882353,Organic Search,No,No,0,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,1,0.0,Low Priority
3.0,273,1.5,4.5,68.25,Google,No,No,0,0.20325000000000001,Low Priority
2.0,10,2.0,4.0,3.3333333333333335,Google,No,No,0,0.12333333333333332,Low Priority
4.0,15,4.0,16.0,3.0,Direct Traffic,No,No,0,0.483,Medium Priority
1.0,343,1.0,1.0,171.5,Direct Traffic,No,No,0,0.2015,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
5.0,273,5.0,25.0,45.5,Google,No,No,1,0.7955,High Priority
3.0,152,3.0,9.0,38.0,Google,No,No,0,0.308,Low Priority
2.0,122,2.0,4.0,40.666666666666664,Direct Traffic,Yes,No,0,0.16066666666666665,Low Priority
2.0,371,2.0,4.0,123.66666666666667,Google,No,No,0,0.24366666666666667,Low Priority
2.0,1325,2.0,4.0,441.6666666666667,Direct Traffic,No,No,1,0.5616666666666668,Medium Priority
4.0,1494,4.0,16.0,298.8,Google,No,No,1,0.7787999999999999,High Priority
3.0,952,3.0,9.0,238.0,Direct Traffic,No,No,0,0.508,Medium Priority
4.0,209,4.0,16.0,41.8,Direct Traffic,Yes,No,0,0.5217999999999999,Medium Priority
7.0,1032,2.33,16.310000000000002,129.0,Organic Search,No,No,0,0.6183000000000001,Medium Priority
5.0,405,5.0,25.0,67.5,Organic Search,No,No,0,0.8175,High Priority
16.0,103,16.0,256.0,6.0588235294117645,Direct Traffic,Yes,No,0,1.0,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,Yes,No,0,0.0,Low Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
6.0,1201,3.0,18.0,171.57142857142858,Organic Search,No,No,1,0.7115714285714286,High Priority
5.0,49,5.0,25.0,8.166666666666666,Direct Traffic,No,No,0,0.7581666666666667,High Priority
0.0,0,0.0,0.0,0.0,Olark Chat,No,No,0,0.0,Low Priority
5.0,284,2.5,12.5,47.333333333333336,Google,No,No,1,0.42233333333333334,Medium Priority
5.0,44,2.5,12.5,7.333333333333333,Google,No,No,0,0.38233333333333336,Low Priority
5.0,87,5.0,25.0,14.5,Google,No,No,0,0.7645,High Priority
5.0,1171,5.0,25.0,195.16666666666666,Google,No,No,1,0.9451666666666667,High Priority
1.0,322,1.0,1.0,161.0,Direct Traffic,Yes,No,0,0.191,Low Priority
2.0,1484,1.0,2.0,494.6666666666667,Organic Search,No,No,1,0.5546666666666666,Medium Priority
3.0,70,1.5,4.5,17.5,Google,No,No,0,0.15250000000000002,Low Priority
16.0,804,2.29,36.64,47.294117647058826,Google,No,No,0,1.0,High Priority
3.0,214,3.0,9.0,53.5,Google,No,No,0,0.3235,Low Priority
